plant_id,plant_sp,host,length,width,height,vol_cub,vol_ell,ln.vol_cub,x,y,t0_length_b1,t0_length_b2,t0_length_b3,t1_length_b1,t1_length_b2,t1_length_b3,b1_growth,b2_growth,b3_growth,avg_growth,no_flwrs_b1,no_flwrs_b2,no_flwrs_b3,avg_no_flwrs,int_herb,cn_ratio,mas,slopes,no_chew_4,a_chew_herb,a_suck_herb,biomass,no_any,no_any_4,no_any_5,no_any_6,no_any_7,no_any_8,no_any_9,no_any_10,no_tim,no_grn_tim,no_str_tim,no_tim_gs,no_red_tim,mal,no_tim_4,no_tim_5,no_tim_6,no_tim_7,no_tim_8,no_tim_9,no_tim_10,no_art,no_art_4,no_art_5,no_art_6,no_art_7,no_art_8,no_art_9,no_art_10,no_herb,no_herb_4,no_herb_5,no_herb_6,no_herb_7,no_herb_8,no_herb_9,no_herb_10,no_art_herb,no_art_herb_4,no_art_herb_5,no_art_herb_6,no_art_herb_7,no_art_herb_8,no_art_herb_9,no_art_herb_10,no_carn,no_carn_4,no_carn_5,no_carn_6,no_carn_7,no_carn_8,no_carn_9,no_carn_10,no_lep,no_lep_4,no_lep_5,no_lep_6,no_lep_7,no_lep_8,no_lep_9,no_lep_10,rich_art,rich_art_4,rich_art_5,rich_art_6,rich_art_7,rich_art_8,rich_art_9,rich_art_10,con_2N,con_2N_A,con_2N_C,con_vol,con_vol_A,con_vol_C,con_tim,con_tim_A,con_tim_C,con_gp_A,con_gp_C,q2N_A,q2N_C,con_grn_A,con_grn_C,con_str_A,con_str_C,con_any,con_any4,con_any5,con_any6,con_any7,con_any8,con_any9,con_any10,con_tim4,con_tim5,con_tim6,con_tim7,con_tim8,con_tim9,con_tim10,con_art,con_art4,con_art5,con_art6,con_art7,con_art8,con_art9,con_art10,con_herb,con_herb4,con_herb5,con_herb6,con_herb7,con_herb8,con_herb9,con_herb10,con_art_herb,con_art_herb4,con_art_herb5,con_art_herb6,con_art_herb7,con_art_herb8,con_art_herb9,con_art_herb10,con_carn,con_carn4,con_carn5,con_carn6,con_carn7,con_carn8,con_carn9,con_carn10,con_lep,con_lep4,con_lep5,con_lep6,con_lep7,con_lep8,con_lep9,con_lep10
126,Adenostoma,A,12,12,36,5184,21714.68842,8.553332238,14.91457962,16.79465508,,,,,,,,,,,,,,,NA,21.7071225,0,-0.023104906,2,2.75,8,0.01444545,6,3,1,1,1,1,1,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,6,3,1,1,1,1,1,0,4,2,1,1,1,1,1,0,4,2,1,1,1,1,1,0,0,0,0,0,0,0,0,0,2,2,1,1,1,1,1,0,5,2,1,1,1,1,1,0,0.482112059,0.482112059,0.705047876,4.869540854,4.869540854,6.634136167,0.683423434,0.683423434,2.586491417,0.36143078,1.450503266,0.528853361,0.560799567,0.325940481,1.027250442,0.290683903,0.944451983,5.798392405,5.47453958,4.918508981,3.61550284,2.910421647,2.468566985,2.047609541,1.697987944,0.683419407,0.683419407,0.683419407,0.683419407,0.679949323,0.679866984,0.679865404,5.114968974,4.791120173,4.235089573,2.932083433,2.22700224,1.788617662,1.367742557,1.01812254,4.737752252,4.651592965,4.324547922,3.416263625,2.793137687,2.425186113,2.021512717,1.671894524,4.054328822,3.968173557,3.641128514,2.732844218,2.10971828,1.74523679,1.341645733,0.992029121,0.66257264,0.470225413,0.42476262,0.12047963,0.065417744,0.008818198,0.008809578,0.008809578,3.075067072,3.03694481,2.948824363,2.487078327,2.007683075,1.668834502,1.299812865,0.953837376
127,Adenostoma,A,48,36,24,41472,173717.5074,10.63277378,13.57373522,18.48375032,,,,,,,,,,,,,,,NA,26.00834014,0,0,3,2.5,6.25,0.036329516,4,4,4,2,2,1,1,1,0,0,0,0,0,NA,0,0,0,0,0,0,0,4,4,4,2,2,1,1,1,3,3,3,2,2,1,1,1,3,3,3,2,2,1,1,1,1,1,1,0,0,0,0,0,3,3,3,2,2,1,1,1,3,3,3,1,1,0,0,0,0.558364592,0.558364592,0.648958484,4.992328739,4.992328739,6.282155516,0.3916686,0.3916686,2.285724817,0.200012278,1.169462134,0.510667125,0.511637326,0.178107314,0.966616296,0.174963802,0.951081206,5.189999283,4.459125037,3.732847814,2.891579011,2.285948063,2.027575959,1.687087883,1.13429695,0.391665961,0.391665961,0.391665961,0.391665961,0.388844133,0.388775435,0.38877421,4.798330684,4.067459075,3.341181853,2.49991305,1.894282102,1.638731827,1.298312447,0.74552274,4.186936869,3.801183155,3.372084053,2.703902502,2.207513006,2.00739208,1.673153828,1.120365031,3.795268271,3.409517194,2.980418092,2.312236541,1.815847045,1.618547947,1.284378393,0.731590821,0.494299518,0.323584242,0.269051481,0.156923561,0.05966321,0.007685542,0.007682245,0.007682245,2.802044242,2.725597536,2.485263361,2.164299627,1.7665342,1.585563227,1.263898611,0.715104507
128,Adenostoma,A,48,60,20,57600,241274.3158,10.96127785,11.46516965,15.01279283,,,,,,,,,,,,,,,NA,NA,0,-0.101458979,17,NA,NA,0.145193837,22,21,19,15,11,9,7,5,1,0,1,1,0,0,1,1,1,1,1,1,1,21,20,18,14,10,8,6,4,20,20,18,14,10,9,7,5,19,19,17,13,9,8,6,4,2,1,1,1,1,0,0,0,16,16,15,12,9,8,6,4,7,6,4,3,2,1,1,1,0.719676863,0.719676863,1.619442999,7.010989285,7.010989285,17.14350052,0.866160653,0.866160653,4.498592479,0.443943239,1.567192769,0.512541453,0.348374025,0.356780034,1.263114038,0.363471346,2.641620478,9.064444366,7.838235765,6.724431759,5.416793307,4.268814241,3.677744275,3.160850991,2.537589542,0.866160061,0.866160061,0.866160061,0.866160061,0.865657685,0.865645495,0.865645259,8.198283715,6.972075704,5.858271698,4.550633246,3.40265418,2.81208659,2.295205496,1.671944283,6.949023782,6.577544814,6.022817112,5.181034838,4.253864062,3.667690856,3.155173202,2.5319123,6.08286313,5.711384752,5.15665705,4.314874776,3.387704001,2.802033171,2.289527707,1.66626704,1.296723202,0.600293507,0.477229648,0.1891027,0.001822997,0.001303766,0.001301477,0.001301477,5.039146123,4.95332999,4.752926328,4.219350238,3.362855117,2.783377609,2.279622748,1.65694121
129,Adenostoma,A,48,48,24,55296,231623.3432,10.92045585,10.33865519,13.82164665,,,,,,,,,,,,,,,NA,23.29066272,0,-0.136844508,6,2,5,0.092576323,11,8,6,6,4,3,2,2,0,0,0,0,0,NA,0,0,0,0,0,0,0,11,8,6,6,4,3,2,2,7,7,6,6,4,3,2,2,7,7,6,6,4,3,2,2,3,0,0,0,0,0,0,0,6,6,6,6,4,3,2,2,7,5,3,3,2,1,1,1,0.754857033,0.754857033,1.420433538,7.713549541,7.713549541,15.02032483,1.413845035,1.413845035,7.262532806,0.633896053,2.474509679,0.448349032,0.340722685,0.498462134,2.289773792,0.698604088,4.057635336,14.44392607,13.36471681,12.08325822,9.379901253,7.421318112,6.465191107,5.585447631,4.31752347,1.41384475,1.41384475,1.41384475,1.41384475,1.413618052,1.41361241,1.413612298,13.03008103,11.95087206,10.66941347,7.966056503,6.007473362,5.051573055,4.171835221,2.903911172,12.24064053,11.79941908,10.93716054,8.92017265,7.239332774,6.45939804,5.582258693,4.314334815,10.82679549,10.38557433,9.52331579,7.506327899,5.825488024,5.045779988,4.168646283,2.900722517,1.460595962,0.953766445,0.829061568,0.420415308,0.174173728,0.00058591,0.000584371,0.000584371,9.073798387,9.021300331,8.664135101,7.230746669,5.81089055,5.03485635,4.162930207,2.895261872
130,Adenostoma,A,60,60,24,86400,361911.4737,11.36674295,8.571431291,12.39067048,,,,,,,,,,,,,,,NA,28.17762873,0,-0.120009376,24,1.75,6.75,0.398094119,29,28,26,21,17,16,14,10,1,1,0,1,0,1,1,1,1,1,1,1,1,28,27,25,20,16,15,13,9,26,25,24,21,17,16,14,10,25,24,23,20,16,15,13,9,1,1,1,0,0,0,0,0,23,23,23,20,16,15,13,9,9,8,6,3,3,3,3,3,0.633642232,0.633642232,0.439079088,6.682403173,6.682403173,4.757150615,1.600097568,1.600097568,2.007570909,0.747947455,0.68886351,0.467438655,0.343132841,0.515710956,0.608186171,0.728754765,1.1521476,11.60119579,10.21978801,9.209382485,7.241421578,5.688326123,4.779468434,4.169873632,3.567100852,1.600097471,1.600097471,1.600097471,1.600097471,1.600024415,1.600022524,1.600022486,10.00109822,8.619690539,7.609285014,5.641324106,4.088228652,3.179444019,2.569851108,1.967078366,9.31398224,8.951299999,8.262291291,6.837074682,5.628615152,4.777209591,4.168649958,3.565877284,7.713884673,7.351202527,6.662193819,5.23697721,4.028517681,3.177185177,2.568627434,1.965854798,1.74162118,0.812952628,0.727251116,0.381096441,0.056606127,0.000189025,0.000188286,0.000188286,6.181524932,6.159267263,5.958863726,5.04930902,4.022505664,3.172881916,2.566394114,1.963703695
131,Adenostoma,A,55,48,20,52800,221168.1228,10.87426647,8.215467092,13.80603816,,,,,,,,,,,,,,,NA,24.37169803,0,-0.11770846,6,2,4,0.091884035,14,11,10,5,4,3,3,3,2,0,2,2,0,0,2,2,2,2,2,2,2,12,9,8,3,2,1,1,1,10,9,8,4,4,3,3,3,8,7,6,2,2,1,1,1,4,2,2,1,0,0,0,0,4,4,4,2,2,1,1,1,5,2,1,0,0,0,0,0,0.812626564,0.812626564,1.537203241,8.639182391,8.639182391,16.06750515,1.800375818,1.800375818,7.4960494,1.196140879,3.004785626,0.664383995,0.400849229,0.873222057,2.518638265,0.437625783,3.607728472,17.92335769,16.67616578,15.1421918,12.76848129,10.18359838,8.98238491,7.750583577,6.036419613,1.800375714,1.800375714,1.800375714,1.800375714,1.80028445,1.800282191,1.800282147,16.12298187,14.87579006,13.34181609,10.96810557,8.383222665,7.18210046,5.950301386,4.236137466,15.33658683,14.88534669,13.97734107,12.47027314,10.10997192,8.980341978,7.749441491,6.035277631,13.53621102,13.08497097,12.17696536,10.66989742,8.309596209,7.180057528,5.949159301,4.234995484,1.489851563,0.844593529,0.670318566,0.274939186,0.07092405,0.000241618,0.000241072,0.000241072,12.16863915,12.1287391,11.78343124,10.42555412,8.303644144,7.17622652,5.947129783,4.233080418
132,Adenostoma,A,96,72,72,497664,2084610.088,13.11768043,6.375151669,13.71820784,,,,,,,,,,,,,,,NA,25.18086916,0,-0.04323651,30,1.5,3.75,0.456330614,37,35,34,30,24,21,19,17,9,4,2,6,3,0.666666667,9,9,9,9,9,9,9,28,26,25,21,15,12,10,8,33,32,31,29,24,21,19,17,24,23,22,20,15,12,10,8,3,2,2,1,0,0,0,0,21,21,21,19,15,12,10,8,11,9,8,5,2,2,2,2,0.606454078,0.606454078,1.504714101,6.24435292,6.24435292,15.28123167,0.507606014,0.507606014,4.820345776,0.137780228,2.030718179,0.271431433,0.421280604,0.133447812,1.850266953,0.365493348,2.45745113,11.27178655,10.20472263,9.034746857,6.865236258,5.541942375,4.791620747,4.080278439,2.875178284,0.507605971,0.507605971,0.507605971,0.507605971,0.507566247,0.507565259,0.50756524,10.76418054,9.697116655,8.527140886,6.357630287,5.034336404,4.2840545,3.57271318,2.367613044,9.249140393,8.869448152,8.162290176,6.618219614,5.510026371,4.790795905,4.079812564,2.874712452,8.741534379,8.361842181,7.654684205,6.110613643,5.0024204,4.283229658,3.572247305,2.367147212,1.189061882,0.663470842,0.530273278,0.222412537,0.030839115,0.000107059,0.000106836,0.000106836,7.561757752,7.539451929,7.195566622,6.073336133,4.998870094,4.281687075,3.571422586,2.366376105
133,Adenostoma,A,48,36,32,55296,231623.3432,10.92045585,8.143295999,16.84221375,,,,,,,,,,,,,,,NA,24.8004286,0,-2.10E-17,10,1.75,4.5,0.071946163,13,12,8,7,7,6,5,3,0,0,0,0,0,NA,0,0,0,0,0,0,0,13,12,8,7,7,6,5,3,10,10,8,7,7,6,5,3,10,10,8,7,7,6,5,3,2,2,0,0,0,0,0,0,10,10,8,7,7,6,5,3,4,3,0,0,0,0,0,0,0.703752253,0.703752253,0.110554971,6.896145963,6.896145963,1.179444589,0.931368778,0.931368778,0.106926086,0.469891688,0.000575636,0.504517329,0.005383495,0.334591285,0.000519119,0.391424018,0.106275003,10.68651901,9.67237802,8.83930073,7.060477899,5.497032349,4.688789667,4.015878949,3.014821165,0.931368622,0.931368622,0.931368622,0.931368622,0.931202327,0.931198147,0.931198071,9.755150237,8.741009397,7.907932108,6.129109277,4.565663727,3.75758734,3.084680803,2.083623093,8.880699864,8.457903449,7.90218872,6.679434271,5.432078379,4.686888328,4.014694604,3.013636953,7.949331087,7.526534827,6.970820098,5.748065649,4.500709757,3.755686001,3.083496457,2.082438881,1.119181722,0.618047142,0.613815593,0.352477531,0.062801807,0.000467561,0.000467203,0.000467203,6.856525313,6.740113027,6.518281027,5.608778624,4.492963992,3.75229043,3.081535067,2.080741553
134,Adenostoma,A,24,12,12,3456,14476.45895,8.14786713,10.35818355,17.84669265,,,,,,,,,,,,,,,NA,28.04831804,0,0,0,1,1.25,0.012447626,2,1,1,1,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,2,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,2,1,1,1,0,0,0,0,0.772516612,0.772516612,0.359750001,7.251943194,7.251943194,3.359648922,0.508150835,0.508150835,0.263531678,0.221793131,0.073047682,0.436471054,0.27718748,0.169814308,0.072551269,0.256676395,0.19003154,8.355254456,7.615456384,6.53043183,5.210958282,4.300363378,3.642472167,3.090036433,2.10004622,0.508150322,0.508150322,0.508150322,0.508150322,0.50759214,0.507578129,0.507577879,7.847103622,7.107306062,6.022281508,4.70280796,3.792213056,3.134880027,2.582458305,1.592468341,6.872991707,6.677162339,6.025915122,5.028462126,4.206171764,3.637387297,3.086710261,2.096720473,6.364840873,6.169012017,5.5177648,4.520311804,3.698021442,3.129795158,2.579132132,1.589142594,0.957807934,0.599203258,0.362624991,0.162183115,0.088910961,0.001567906,0.001567048,0.001567048,5.529639825,5.529599474,5.126316392,4.383281002,3.683593668,3.120993102,2.573848418,1.584742914
135,Adenostoma,A,12,12,20,2880,12063.71579,7.965545573,11.13131466,18.55469227,,,,,,,,,,,,,,,NA,30.17109086,0,NA,1,1.5,3.5,0,1,1,1,1,1,1,1,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,0.698794463,0.698794463,0.287112295,6.475924365,6.475924365,2.718728704,0.372822564,0.372822564,0.558306355,0.164814989,0.279409785,0.442073537,0.500459618,0.131478232,0.276984348,0.187876368,0.277626056,6.553238056,5.755058353,4.971258414,3.877723673,2.986369348,2.469472477,2.070808426,1.532857859,0.372821757,0.372821757,0.372821757,0.372821757,0.371923355,0.371900464,0.371900058,6.180415493,5.382236595,4.598436657,3.504901916,2.613547591,2.097549122,1.698907963,1.160957801,5.190285928,4.781710621,4.310582864,3.510292931,2.909827387,2.462616259,2.066105105,1.528155194,4.817463364,4.408888864,3.937761107,3.137471174,2.53700563,2.090692904,1.694204641,1.156255136,0.950289959,0.702209779,0.557701367,0.349032333,0.070075019,0.002550859,0.002549788,0.002549788,4.119245963,3.886682236,3.601602368,3.022097282,2.51815403,2.079126747,1.686946155,1.150474098
136,Adenostoma,A,132,36,48,228096,955446.2906,12.33752187,4.020714302,16.6354903,,,,,,,,,,,,,,,NA,30.41128591,0,-0.218536536,45,1.5,5,0.316212362,52,50,46,37,30,26,21,12,0,0,0,0,0,NA,0,0,0,0,0,0,0,52,50,46,37,30,26,21,12,47,46,43,37,30,26,21,12,47,46,43,37,30,26,21,12,0,0,0,0,0,0,0,0,45,45,42,37,30,26,21,12,9,7,5,2,2,2,2,2,0.710411989,0.710411989,0.313647173,7.260315257,7.260315257,3.066694621,0.652459423,0.652459423,0.260852685,0.385275516,0.136588365,0.590497281,0.523622614,0.263893094,0.134601491,0.206058105,0.122383023,6.879103093,6.1143194,5.156159221,4.121118662,3.321882251,2.647201694,2.356381442,1.917427202,0.652459403,0.652459403,0.652459403,0.652459403,0.652436779,0.652436184,0.652436173,6.22664367,5.461859997,4.503699818,3.468659259,2.669422849,1.994764914,1.703945258,1.264991029,4.925244461,4.662106514,4.340832531,3.787244785,3.29774764,2.646940849,2.356218096,1.917263873,4.272785038,4.009647112,3.688373128,3.134785382,2.645288237,1.99450407,1.703781912,1.2648277,0.906839847,0.613921133,0.499009577,0.207542496,0.023841925,6.59E-05,6.58E-05,6.58E-05,3.657205809,3.641608977,3.531501761,3.054404492,2.635080701,1.99403334,1.70350621,1.264592402
137,Adenostoma,A,36,36,24,31104,130288.1305,10.34509171,2.562404828,18.39667151,,,,,,,,,,,,,,,NA,33.21228514,0,-0.138629436,4,1.5,4.5,0.01775796,7,7,6,4,3,1,1,1,0,0,0,0,0,NA,0,0,0,0,0,0,0,7,7,6,4,3,1,1,1,4,4,4,3,3,1,1,1,4,4,4,3,3,1,1,1,1,1,1,0,0,0,0,0,4,4,4,3,3,1,1,1,6,6,5,3,2,0,0,0,1.135188207,1.135188207,0.188079639,11.75035254,11.75035254,2.104173658,0.235204019,0.235204019,0.615144268,0.123207299,0.469018064,0.523831604,0.762452141,0.084482243,0.460240465,0.092480579,0.125050633,12.27138285,10.89906727,9.186786367,7.328354841,5.935440597,5.021692868,4.156878461,2.636961648,0.235204007,0.235204007,0.235204007,0.235204007,0.235190423,0.235190034,0.235190026,12.03617883,10.66386327,8.951582359,7.093150834,5.700236589,4.786502444,3.921688427,2.401771621,9.211680283,8.705957599,8.034668994,7.03932763,5.884663326,5.021572014,4.156797213,2.636880409,8.976476264,8.470753591,7.799464986,6.804123622,5.649459318,4.78638159,3.921607179,2.401690383,0.93021341,0.572774643,0.482096372,0.288608678,0.050658279,4.17E-05,4.16E-05,4.16E-05,8.027285572,8.019395449,7.596362503,6.75234773,5.620727984,4.786166362,3.921471197,2.401582806
138,Adenostoma,A,63,24,24,36288,152002.819,10.49924239,3.076833013,19.38605174,,,,,,,,,,,,,,,NA,37.96208474,0,NA,0,1.5,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.166277918,1.166277918,0.221326306,12.00004216,12.00004216,2.447506156,0.203537107,0.203537107,1.239893267,0.095771057,0.346457716,0.470533645,0.279425435,0.065884925,0.33429617,0.092673228,0.866300297,12.38073277,11.14616,9.446056252,7.447704463,5.961177392,4.661157388,3.902586974,2.493313948,0.203537091,0.203537091,0.203537091,0.203537091,0.203518172,0.203517605,0.203517595,12.17719566,10.94262291,9.242519161,7.244167373,5.757640301,4.457639216,3.699069369,2.289796354,8.963365503,8.418331807,7.867490102,6.877409673,5.9014022,4.661009861,3.902483561,2.493210549,8.759828395,8.214794716,7.663953011,6.673872582,5.697865109,4.457491689,3.698965956,2.289692954,1.169819708,0.853664897,0.751338974,0.345013655,0.059642569,5.93E-05,5.93E-05,5.93E-05,7.824419352,7.81491191,7.489149599,6.614456574,5.657225707,4.457230979,3.698793532,2.28956265
139,Adenostoma,A,36,48,36,62208,260576.2611,11.03823889,0.438142494,17.34638776,,,,,,,,,,,,,,,NA,34.0074041,0,-0.277258872,1,1.25,6,0.016388375,6,4,1,1,1,1,1,1,0,0,0,0,0,NA,0,0,0,0,0,0,0,6,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,0.899129943,0.899129943,0.305822484,9.171172591,9.171172591,3.501468519,0.145953092,0.145953092,0.998095531,0.077081384,0.501605947,0.528124362,0.502563063,0.052712803,0.499976102,0.056614086,0.496261335,8.598331012,7.44687361,6.107800544,4.536996845,3.632469345,2.82846855,2.375983771,1.643089823,0.145953088,0.145953088,0.145953088,0.145953088,0.145948758,0.145948636,0.145948634,8.45237792,7.300920521,5.961847455,4.391043756,3.486516256,2.682519792,2.230035135,1.497141189,5.898143683,5.443343262,4.888633338,4.181629065,3.588431459,2.828424011,2.375954936,1.643060992,5.75219059,5.297390174,4.74268025,4.035675977,3.442478371,2.682475253,2.2300063,1.497112357,0.831707728,0.614669374,0.555538233,0.235093437,0.043990721,1.31E-05,1.31E-05,1.31E-05,4.843762011,4.841025047,4.633109521,4.002596664,3.423119058,2.682394901,2.229957367,1.497072195
140,Adenostoma,A,48,60,24,69120,289529.179,11.1435994,0.220898397,19.45734195,,,,,,,,,,,,,,,NA,30.97137353,0,-0.014145861,2,2.25,7,0.026680885,7,5,4,2,1,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,7,5,4,2,1,0,0,0,2,2,2,1,1,0,0,0,2,2,2,1,1,0,0,0,3,2,2,1,0,0,0,0,2,2,2,1,1,0,0,0,5,3,2,0,0,0,0,0,1.087260854,1.087260854,0.723705992,10.99981174,10.99981174,7.657286001,0.116580665,0.116580665,1.744283359,0.037391826,1.062269271,0.320737797,0.609000404,0.025616492,0.764958528,0.073258126,0.624364546,7.757040959,6.627558465,4.935425105,3.857015289,3.220262982,2.527808707,2.082037163,1.523034452,0.116580661,0.116580661,0.116580661,0.116580661,0.116576054,0.116575911,0.116575909,7.640460294,6.510977804,4.818844444,3.740434628,3.103682321,2.411232653,1.965461252,1.406458544,4.852538908,4.392594488,3.917886399,3.54882489,3.096266452,2.527771763,2.082011353,1.523008646,4.735958243,4.276013827,3.801305738,3.432244229,2.979685791,2.411195709,1.965435442,1.406432737,0.871724312,0.577430956,0.442274884,0.199462614,0.123963052,1.47E-05,1.47E-05,1.47E-05,3.821813252,3.819494554,3.695706177,3.370941709,2.925298465,2.411129735,1.965391751,1.406399763
141,Adenostoma,A,48,36,24,41472,173717.5074,10.63277378,0.412560993,18.08204867,,,,,,,,,,,,,,,NA,30.81845883,0,-0.11552453,1,1.25,5.75,0.030683985,6,4,2,1,1,1,1,1,0,0,0,0,0,NA,0,0,0,0,0,0,0,6,4,2,1,1,1,1,1,3,2,1,1,1,1,1,1,3,2,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,5,3,1,1,1,1,1,1,1.05399373,1.05399373,0.245074489,10.84413394,10.84413394,2.75317152,0.130518237,0.130518237,1.415778582,0.062224107,0.484329024,0.476746456,0.342093764,0.04257231,0.406024987,0.058405288,0.746890528,9.037181058,7.731170731,5.98972467,4.583121317,3.638334368,2.740159451,2.291397448,1.597495041,0.130518233,0.130518233,0.130518233,0.130518233,0.130513646,0.130513513,0.130513511,8.906662821,7.600652499,5.859206437,4.452603084,3.507816136,2.609645804,2.160883934,1.46698153,5.341546753,5.134126835,4.855231716,4.128818149,3.575544995,2.740116443,2.291368877,1.597466473,5.211028517,5.003608602,4.724713483,3.998299916,3.445026762,2.609602797,2.160855363,1.466952962,1.373067945,0.806839008,0.729689178,0.321624749,0.062746004,1.41E-05,1.41E-05,1.41E-05,4.806731598,4.804016076,4.618133698,3.959227257,3.417171569,2.609525579,2.160807031,1.466914367
142,Adenostoma,A,36,36,24,31104,130288.1305,10.34509171,2.206749115,21.48288271,,,,,,,,,,,,,,,NA,30.33326448,0,0,1,0.5,2.75,0.007624137,2,1,1,1,1,1,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,2,1,1,1,1,1,0,0,2,1,1,1,1,1,0,0,2,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,2,1,1,1,1,1,0,0,1.325286451,1.325286451,0.867280722,13.58682273,13.58682273,9.107389406,0.177154033,0.177154033,2.212706007,0.031340933,0.89354392,0.176913462,0.403824059,0.021641519,0.763117499,0.140903887,1.25059353,9.345586017,8.229561512,6.583720461,5.332809762,4.302660097,3.302227351,2.83519979,1.892839335,0.177154021,0.177154021,0.177154021,0.177154021,0.177140682,0.177140223,0.177140214,9.168431984,8.05240749,6.40656644,5.15565574,4.125506075,3.125086669,2.658059567,1.715699121,6.106649874,5.669771181,5.198429831,4.799739855,4.172082757,3.30214224,2.835134981,1.892774535,5.92949584,5.49261716,5.021275809,4.622585834,3.994928735,3.125001558,2.657994758,1.715634321,1.361259819,0.915208529,0.767924558,0.449825756,0.130516155,4.45E-05,4.45E-05,4.45E-05,4.966252379,4.961723357,4.853167652,4.49264954,3.871420549,3.124850383,2.657884244,1.715558773
143,Adenostoma,A,96,48,36,165888,694870.0295,12.01906814,3.402085671,21.17668269,,,,,,,,,,,,,,,NA,32.27777561,0,-0.077255182,7,0.25,1.75,0.077418168,11,10,9,8,6,5,5,2,0,0,0,0,0,NA,0,0,0,0,0,0,0,11,10,9,8,6,5,5,2,8,7,7,7,6,5,5,2,8,7,7,7,6,5,5,2,1,1,1,1,0,0,0,0,7,7,7,7,6,5,5,2,4,3,2,2,0,0,0,0,1.080314724,1.080314724,1.323052394,10.76821832,10.76821832,13.63447892,0.15485285,0.15485285,2.869515264,0.046828723,1.463514489,0.302407883,0.510021503,0.032444698,1.15524604,0.100727899,1.261886055,6.615668629,5.726698997,4.649707595,3.67275247,3.063290283,2.385546066,1.765364922,1.339640953,0.154852829,0.154852829,0.154852829,0.154852829,0.154828722,0.154827918,0.154827902,6.460815779,5.571846168,4.494854766,3.51789964,2.908437453,2.230717344,1.610537005,1.184813051,4.670015185,4.275141376,3.889100346,3.42349226,2.990782926,2.385391992,1.765248191,1.339524238,4.515162335,4.120288547,3.734247517,3.268639431,2.835930097,2.23056327,1.610420273,1.184696336,0.794508265,0.501916915,0.400338902,0.157026867,0.072394859,7.94E-05,7.94E-05,7.94E-05,3.758817197,3.750508575,3.596472928,3.184934573,2.762218961,2.230291517,1.610223304,1.184560529
144,Adenostoma,A,24,24,32,18432,77207.78105,9.821843563,1.923538981,22.53875214,,,,,,,,,,,,,,,NA,31.20583414,0,NA,0,1,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.22329644,1.22329644,0.26461032,12.68809837,12.68809837,2.95666326,0.23177315,0.23177315,0.698232427,0.018527935,0.244552052,0.079939955,0.350244478,0.012830691,0.173880797,0.21035696,0.378686186,8.914679387,7.598861034,5.958697534,4.992163651,4.214565826,3.278588039,2.526719273,1.915560643,0.23177314,0.23177314,0.23177314,0.23177314,0.23176155,0.231761119,0.23176111,8.682906236,7.367087894,5.726924394,4.760390511,3.982792686,3.046826489,2.294958154,1.683799533,5.996241042,5.361591116,4.829971247,4.584405656,4.074231199,3.278519393,2.526664989,1.915506368,5.764467892,5.129817977,4.598198107,4.352632516,3.842458059,3.046757843,2.29490387,1.683745258,1.298747867,0.772169656,0.621200809,0.359340334,0.140291251,3.99E-05,3.99E-05,3.99E-05,4.439058028,4.435907671,4.371721647,4.148749434,3.642476759,3.046634729,2.29480954,1.683683738
